"onset","peak","end","onset_se","peak_se","end_se","onset_val","peak_val","end_val","species","site","year"
"206.2","221.21",NA,"9.33080534238193","52.3368592387422",NA,"0.0121419657034715","0.242637569485313",NA,"Calliopsis teucrii","Davids","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dufourea harveyi","Copper","2009"
"205.69","209.19","212.84","22483757.8055538","257397859.371304","60019805.9983674","0.0390989173462124","0.778214730233878","0.0395187593344008","Dufourea harveyi","Hill","2009"
"198.42","210.98","226","8.11297902162663","42.2342754983281","5.29790654102398","0.103512607432087","2.06925161635883","0.103677731119717","Dufourea harveyi","Little","2009"
"195.24",NA,NA,"3.79166864298567",NA,NA,"0.0506673763369491",NA,NA,"Dufourea harveyi","Seans","2009"
"201.5",NA,NA,"4.53659312190725",NA,NA,"0.0919611786957169",NA,NA,"Dufourea harveyi","Tuttle","2009"
"227.97",NA,NA,"2264428.1366036",NA,NA,"0.0238616575174884",NA,NA,"Dufourea harveyi","Willey","2009"
"203.5",NA,NA,"4.76597594436331",NA,NA,"0.0255864601529785",NA,NA,"Dufourea maura","Davids","2009"
NA,"203.94","219.19",NA,"34.5311490829625","8.91382187070691",NA,"0.33139410204811","0.0166223287860318","Dufourea maura","Hill","2009"
NA,"190.43","206.49",NA,"42.2183995633392","7.59637171205426",NA,"0.258756526584946","0.0129746510270809","Halictus rubicundus","Beaver","2009"
"235.14",NA,NA,"2057983.5867142",NA,NA,"0.042527571987788",NA,NA,"Halictus rubicundus","Copper","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus rubicundus","Tuttle","2009"
NA,NA,"174.03",NA,NA,"2235539.03230357",NA,NA,"0.0114032407043422","Halictus rubicundus","Willey","2009"
NA,NA,"198.38",NA,NA,"4.83775147511131",NA,NA,"0.110625838480787","Halictus virgatellus","Beaver","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Copper","2009"
NA,NA,"195.1",NA,NA,"5.22205339914677",NA,NA,"0.0424015827957256","Halictus virgatellus","Davids","2009"
NA,NA,"183.04",NA,NA,"2459710.3883",NA,NA,"0.0276003510249164","Halictus virgatellus","Gothic","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Hill","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Little","2009"
NA,NA,"223.25",NA,NA,"3.127683551604",NA,NA,"0.0316626584767325","Halictus virgatellus","Seans","2009"
NA,NA,"204.71",NA,NA,"4.19077814533658",NA,NA,"0.222758834719515","Halictus virgatellus","Tuttle","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Willey","2009"
"227.97",NA,NA,"2264428.1366036",NA,NA,"0.00806022121134411",NA,NA,"Hoplitis robusta","Davids","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplitis robusta","Willey","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylaeus annulatus","Beaver","2009"
"199.37","215.37","231.59","8.5590022310301","59.4779715750242","7.98698555219289","0.124990531791074","2.4969285654312","0.124894638894883","Hylaeus annulatus","Copper","2009"
"206.15",NA,NA,"4.96302372380005",NA,NA,"0.066810030994371",NA,NA,"Hylaeus annulatus","Davids","2009"
"204.52","220.26","233.05","5.71795006486075","46.9477041522628","7.76928168125199","0.25938288616995","5.17756032267122","0.258899570049859","Hylaeus annulatus","Little","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylaeus annulatus","Tuttle","2009"
"213.08",NA,NA,"5.99228701149605",NA,NA,"0.103662397326134",NA,NA,"Hylaeus annulatus","Willey","2009"
"227.97",NA,NA,"2264428.1366036",NA,NA,"0.0318155433566512",NA,NA,"Hylaeus basalis","Willey","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum inconditum","Davids","2009"
NA,"190.22","206.6",NA,"40.853440272281","7.35879084523468",NA,"0.705329800076967","0.035278882080388","Lasioglossum inconditum","Seans","2009"
NA,NA,"204.85",NA,NA,"4.52153118038083",NA,NA,"0.0362822787576247","Lasioglossum inconditum","Tuttle","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum inconditum","Willey","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Davids","2009"
NA,NA,"195.92",NA,NA,"2157529.57111255",NA,NA,"0.0187391284342177","Lasioglossum nigrum","Little","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Tuttle","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Willey","2009"
NA,NA,"174.03",NA,NA,"2235539.03230357",NA,NA,"0.016666274875577","Lasioglossum obnubilum","Davids","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Beaver","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Copper","2009"
NA,NA,"195.1",NA,NA,"5.22205339914677",NA,NA,"0.0424015827957256","Lasioglossum ruidosense","Davids","2009"
"218.9","222.45","225.82","80819996.6019578","430532958.618899","23080909.8612329","0.0336120704662455","0.661696484113154","0.0335075498133645","Lasioglossum ruidosense","Little","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Tuttle","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Willey","2009"
NA,NA,"183.04",NA,NA,"2459710.3883",NA,NA,"0.0260454016714","Lasioglossum sedi","Beaver","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum sedi","Copper","2009"
NA,NA,"210.59",NA,NA,"3.86401227544379",NA,NA,"0.539686969805604","Lasioglossum sedi","Davids","2009"
NA,NA,"183.04",NA,NA,"2459710.3883",NA,NA,"0.0460005850415273","Lasioglossum sedi","Gothic","2009"
NA,NA,"195.92",NA,NA,"2157529.57111255",NA,NA,"0.0281086926513265","Lasioglossum sedi","Little","2009"
NA,NA,"210.86",NA,NA,"3.60802026944934",NA,NA,"0.312634632659859","Lasioglossum sedi","Seans","2009"
NA,NA,"202.64",NA,NA,"4.17129798594265",NA,NA,"0.195301598145831","Lasioglossum sedi","Tuttle","2009"
NA,NA,"215.87",NA,NA,"3.96777568160281",NA,NA,"0.134946885777421","Lasioglossum sedi","Willey","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum tenax","Willey","2009"
"205.69","209.19","212.84","22483757.8055538","257397859.371304","60019805.9983674","0.0794120867839222","1.58059761979179","0.0802648093313608","Panurginus cressoniellus","Copper","2009"
"185.14","200.56","218.51","7.22261469046253","32.1572735762028","6.58415098157662","0.0568578519921538","1.13416046956607","0.0567176126340275","Panurginus cressoniellus","Gothic","2009"
NA,"201.18",NA,NA,"18.5752124480817",NA,NA,"0.462628744599055",NA,"Panurginus cressoniellus","Hill","2009"
"205.69","209.19","212.84","22483757.8055538","257397859.371304","60019805.9983674","0.23502474213624","4.67787163210437","0.237548424675534","Panurginus cressoniellus","Little","2009"
"185.37","198.69","214.54","7.67899880068721","28.8666867291489","5.52578217724051","0.23634266513533","4.72370582111693","0.236845737988113","Panurginus cressoniellus","Seans","2009"
"200.39",NA,NA,"4.41888847803265",NA,NA,"1.15031168781032",NA,NA,"Panurginus cressoniellus","Tuttle","2009"
"201.5",NA,NA,"4.42975539373651",NA,NA,"0.921754434063383",NA,NA,"Panurginus cressoniellus","Willey","2009"
"192.96","196.48","199.86","30841706.3540518","89856208.9979334","29492479.8178065","0.0273799041329835","0.547137324155761","0.0277322259006928","Panurginus ineptus","Beaver","2009"
NA,NA,"225.39",NA,NA,"3.78743393976228",NA,NA,"0.0404264417184273","Panurginus ineptus","Copper","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panurginus ineptus","Davids","2009"
"192.96","196.48","199.86","30841706.3540518","89856208.9979334","29492479.8178065","0.0264822023581316","0.529198395494917","0.0268229725924735","Panurginus ineptus","Gothic","2009"
NA,NA,"230.38",NA,NA,"3.24720098109105",NA,NA,"0.0634729356971801","Panurginus ineptus","Little","2009"
NA,"194.53","204.97",NA,"56.1589029234714","13.9083143392446",NA,"2.90032500281682","0.145077871351246","Panurginus ineptus","Seans","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panurginus ineptus","Tuttle","2009"
"227.97",NA,NA,"2264428.1366036",NA,NA,"0.039769429195814",NA,NA,"Panurginus ineptus","Willey","2009"
"223.96",NA,NA,"2459709.46914477",NA,NA,"0.0173148205137761",NA,NA,"Pseudopanurgus bakeri","Beaver","2009"
"198.09","212.73","229.75","7.61918393030277","46.4631988401847","6.19204783945131","0.0376820868777054","0.752908107202112","0.0377088659958212","Pseudopanurgus bakeri","Copper","2009"
"184.04","210.34",NA,"5.07259296353114","26.9808711279894",NA,"0.0256681378566306","0.513249477250825",NA,"Pseudopanurgus bakeri","Davids","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudopanurgus bakeri","Gothic","2009"
"200.11","216.6","232.12","8.43560399235373","60.8040993242615","8.33962329926486","0.0523387823203642","1.04575640158134","0.0523806898409659","Pseudopanurgus bakeri","Little","2009"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudopanurgus bakeri","Seans","2009"
"206.46","220.68",NA,"10.1732780357062","57.2209619689574",NA,"0.0136609893722675","0.272467233669612",NA,"Pseudopanurgus bakeri","Willey","2009"
"212.32","215.63","219.08","5484543.34357593","21414485.4113379","5976134.55000949","0.0178252364594453","0.351899811864189","0.017688762188409","Pseudopanurgus didirupa","Davids","2009"
"198.4",NA,NA,"4.99279788021389",NA,NA,"0.0161306907110073",NA,NA,"Pseudopanurgus didirupa","Seans","2009"
"193.17",NA,NA,"9.94028611323023",NA,NA,"0.0169078079182612",NA,NA,"Agapostemon texanus","Almont","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratina nanula","Almont","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dianthidium heterulkei","Almont","2010"
"189.58","200.59",NA,"12.4450346469651","39.9123225917941",NA,"0.00942949086517055","0.188064661028706",NA,"Dufourea harveyi","Beaver","2010"
"171.82","195.47","229.83","6.69803409897909","47.5704288453262","7.55655960337894","0.0226473836698065","0.452768829358157","0.0226562999815036","Dufourea harveyi","Copper","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dufourea harveyi","Hill","2010"
"169.44","206",NA,"5.13375970823978","32.0221550166708",NA,"0.0242215351333452","0.484210149522576",NA,"Dufourea harveyi","Little","2010"
"207.31","220.63","233.33","20.6923843578579","182.223976612291","14.316169266813","0.0531875347703228","1.06335118628043","0.0533297955016605","Dufourea harveyi","Seans","2010"
"176.59","190.03","204.21","14.7324721624907","79.7235400829317","8.98866092655702","0.0504868220648728","1.00928965339957","0.0506322468640107","Dufourea harveyi","Tuttle","2010"
"196.9","226.73",NA,"5.66742639321364","34.1273698178836",NA,"0.0162213962037118","0.324091623023834",NA,"Dufourea harveyi","Willey","2010"
"176.8","199.27",NA,"7.63528354736163","60.5640207709234",NA,"0.0301662866391613","0.60289761686298",NA,"Dufourea maura","Hill","2010"
"201.86","205.8","209.91","31399535.1312674","642616474.52798","121145421.16624","0.0177892725286209","0.353041798335336","0.0176524994332004","Dufourea maura","Mexican Cut","2010"
"192.99","220.36",NA,"6.49962507425035","34.9300554921671",NA,"0.0570968142965952","1.14190235192278",NA,"Halictus rubicundus","Copper","2010"
"195.16","220.17",NA,"5.31848491482895","51.0051247015525",NA,"0.0093201045656478","0.18601719868822",NA,"Halictus rubicundus","Davids","2010"
"184.37",NA,NA,"6.05275170607025",NA,NA,"0.0169914532961952",NA,NA,"Halictus rubicundus","Hill","2010"
"195.87",NA,NA,"5.55699925691263",NA,NA,"0.0393672188870542",NA,NA,"Halictus rubicundus","Little","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus rubicundus","Snodgrass","2010"
NA,"195.25",NA,NA,"40.6844162746873",NA,NA,"0.369981602388001",NA,"Halictus tripartitus","Almont","2010"
NA,NA,"213.8",NA,NA,"4.4539309839895",NA,NA,"0.109254246461701","Halictus virgatellus","Beaver","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Copper","2010"
NA,NA,"171.01",NA,NA,"2181421.03512236",NA,NA,"3.02757554491161","Halictus virgatellus","Gothic","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Hill","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Little","2010"
"210.96",NA,NA,"4.14222891571219",NA,NA,"0.299383791472139",NA,NA,"Halictus virgatellus","Mexican Cut","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Seans","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus virgatellus","Snodgrass","2010"
NA,NA,"219.68",NA,NA,"4.48168225210878",NA,NA,"0.0928552499578091","Halictus virgatellus","Tuttle","2010"
NA,NA,"185.52",NA,NA,"8.48897011629481",NA,NA,"0.142869568479248","Halictus virgatellus","Willey","2010"
"177.09","191.94","208.1","13.8840605515494","78.4110256196401","14.2922194536849","0.0263422058323054","0.5249979953397","0.0262622242159167","Hoplitis robusta","Beaver","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplitis robusta","Davids","2010"
"181.87","185.84","190.06","10042330.7835646","52127450.2872065","7166091.37347818","0.0444840840760426","0.882897409510772","0.0445470398698918","Hoplitis robusta","Gothic","2010"
"184.35","189.03","193.99","8322419.65121825","53204299.8865169","15897872.5992308","0.0128639348458485","0.255335490261088","0.0128871568244359","Hoplitis robusta","Little","2010"
"178.67","194.75","209.84","12.7497186982046","84.5165679354803","16.0644540320169","0.0167655372745855","0.334755562255148","0.0167629949610634","Hoplitis robusta","Seans","2010"
"183.25","187.22","190.88","3447063.23633659","29409814.4424046","6379566.89612212","0.0300888891289313","0.600728454031318","0.030348566849932","Hoplitis robusta","Tuttle","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplitis robusta","Willey","2010"
"187.64","217.81",NA,"7.29513699876422","69.6604785630488",NA,"0.00760919301885369","0.15194407774715",NA,"Hylaeus annulatus","Copper","2010"
"201.03",NA,NA,"8.79363039662332",NA,NA,"0.017370716053525",NA,NA,"Hylaeus annulatus","Little","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum abundipunctum","Seans","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum inconditum","Copper","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum inconditum","Gothic","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum inconditum","Little","2010"
"215.13",NA,NA,"4.15790944675058",NA,NA,"0.0338404544609433",NA,NA,"Lasioglossum inconditum","Mexican Cut","2010"
NA,NA,"168.4",NA,NA,"882577.297250212",NA,NA,"0.0498575732570029","Lasioglossum inconditum","Seans","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum inconditum","Snodgrass","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Beaver","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Copper","2010"
NA,NA,"205.68",NA,NA,"4.31823587764875",NA,NA,"0.0565577289731332","Lasioglossum nigrum","Gothic","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Hill","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum nigrum","Little","2010"
"201.6",NA,NA,"4.38717818775849",NA,NA,"0.707774984888105",NA,NA,"Lasioglossum nigrum","Mexican Cut","2010"
NA,"213.39","230.05",NA,"39.9466604054178","7.6931074613284",NA,"0.689758424015171","0.0345980786909444","Lasioglossum nigrum","Seans","2010"
NA,"188.27","203.15",NA,"39.8986120344921","16.9247033871649",NA,"0.377182299616107","0.0189209536393366","Lasioglossum nigrum","Snodgrass","2010"
NA,NA,"173.04",NA,NA,"2190076.83706679",NA,NA,"0.0352537242283266","Lasioglossum nigrum","Tuttle","2010"
"196.62","200.84","204.87","11935237.5435935","59993827.9027722","15164994.7771245","0.0192141933240302","0.383363891611609","0.0193266988143727","Lasioglossum nigrum","Willey","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum occidentale","Almont","2010"
NA,NA,"172.47",NA,NA,"846348.374294601",NA,NA,"1.366167276356","Lasioglossum pavoninum","Hill","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum pavoninum","Little","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum pavoninum","Seans","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum prasinogaster","Almont","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Almont","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Beaver","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Copper","2010"
NA,NA,"219.32",NA,NA,"6.82865906343305",NA,NA,"0.0112509225830027","Lasioglossum ruidosense","Davids","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Gothic","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Hill","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Little","2010"
NA,NA,"215.82",NA,NA,"4.1106805341201",NA,NA,"0.0288133586358348","Lasioglossum ruidosense","Seans","2010"
"246.75",NA,NA,"2547744.58347945",NA,NA,"0.0433997972905998",NA,NA,"Lasioglossum ruidosense","Snodgrass","2010"
NA,NA,"173.04",NA,NA,"2190076.83706679",NA,NA,"0.0176268621141633","Lasioglossum ruidosense","Tuttle","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum ruidosense","Willey","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum sedi","Almont","2010"
NA,NA,"199.07",NA,NA,"5.56729204348927",NA,NA,"0.0511018141274234","Lasioglossum sedi","Beaver","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum sedi","Copper","2010"
NA,NA,"210.72",NA,NA,"4.87307722804101",NA,NA,"0.138438722349094","Lasioglossum sedi","Davids","2010"
NA,NA,"186.06",NA,NA,"7.34423868757491",NA,NA,"0.192795135817195","Lasioglossum sedi","Gothic","2010"
NA,NA,"230.95",NA,NA,"4.3624547931797",NA,NA,"0.317908788736722","Lasioglossum sedi","Hill","2010"
NA,NA,"238.73",NA,NA,"4.39918957963437",NA,NA,"0.399694074069881","Lasioglossum sedi","Little","2010"
"207.47",NA,NA,"3.85890231968921",NA,NA,"0.0808935373936961",NA,NA,"Lasioglossum sedi","Mexican Cut","2010"
NA,NA,"212.36",NA,NA,"4.58170414867892",NA,NA,"0.284550136492855","Lasioglossum sedi","Seans","2010"
NA,NA,"194.48",NA,NA,"7.35311045024577",NA,NA,"0.0664343398980148","Lasioglossum sedi","Snodgrass","2010"
NA,NA,"194.69",NA,NA,"5.97215196457904",NA,NA,"0.151595683246021","Lasioglossum sedi","Tuttle","2010"
NA,NA,"203.41",NA,NA,"4.84439274129637",NA,NA,"0.0810457273645146","Lasioglossum sedi","Willey","2010"
"209.1","215.68","221.65","15909.4691707912","352924.48594453","22548.4462334982","0.00819210363391254","0.163411806017151","0.00819201735730551","Lasioglossum semicaeruleum","Hill","2010"
NA,NA,"185.32",NA,NA,"9.06851587954382",NA,NA,"0.00891721716399178","Lasioglossum semicaeruleum","Seans","2010"
NA,"175.19","183.84",NA,"76.2240410892878","22.7581202583111",NA,"0.529408004644647","0.0265471186060878","Lasioglossum tenax","Beaver","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum tenax","Copper","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum tenax","Little","2010"
NA,NA,"168.4",NA,NA,"882577.297250212",NA,NA,"0.0166191910856676","Lasioglossum tenax","Seans","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasioglossum trizonatum","Almont","2010"
"222.58","225.92","229.54","38325443.4826103","377124959.111708","3668822.78570615","0.117296494552323","2.33921148067927","0.117270335300621","Megachile melanophaea","Seans","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Megachile melanophaea","Snodgrass","2010"
"225.2","230.18","235.28","23468.0883745049","531468.837347176","27473.9493561764","0.0175142810859389","0.347146538220671","0.0174386822880142","Melissodes lutulentus","Almont","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Osmia ednae","Little","2010"
NA,NA,"186.28",NA,NA,"10.1088659573668",NA,NA,"0.0124566514883115","Osmia longula","Little","2010"
"182.13","197.73","211.41","21.3833167497299","287.637264449132","19.9449373773139","0.0383568242313693","0.765240296608087","0.038284993487857","Osmia proxima","Little","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Osmia pusilla","Snodgrass","2010"
"176.51","190.06","206.16","14.111588309503","66.4053475891043","12.0317820156103","0.0439548315528559","0.877133017638166","0.0439168039597127","Panurginus cressoniellus","Beaver","2010"
"199.21","203.19","206.92","182578948.903368","1764175390.37768","1858973.11795856","0.697033658173806","13.75969199258","0.69723294941002","Panurginus cressoniellus","Copper","2010"
"177.87","192.99","208.98","14.2249286973475","90.132020168271","12.3584660473713","0.0140286864524067","0.279972234471553","0.0140119608249363","Panurginus cressoniellus","Davids","2010"
"177.93","193.61","209.2","13.5773871649738","85.2910407439166","15.7548773170848","0.103486183398162","2.0654334493392","0.10349416850651","Panurginus cressoniellus","Gothic","2010"
"184.86","199.71","211.94","16.4844332343373","302.429131641234","22.505061834099","0.197612747304461","3.94450209162951","0.197673593686535","Panurginus cressoniellus","Hill","2010"
"177.83","203.64","228.57","6.83746332790756","49.068329472408","7.71777369737784","0.0733428716573419","1.4640489331147","0.0732033360973627","Panurginus cressoniellus","Little","2010"
"201.86","205.8","209.91","31399535.1312674","642616474.52798","121145421.16624","0.0355785450572417","0.706083596670672","0.0353049988664007","Panurginus cressoniellus","Mexican Cut","2010"
"176.72","190.95","207.21","13.8850349793747","72.1666099086335","13.1539166244093","0.0689733730926283","1.37753561787233","0.0689990050502749","Panurginus cressoniellus","Seans","2010"
"177.95","188.82","199.35","23.266418180347","107.91588960558","11.356941986","0.826881661136469","16.5311522172243","0.828461175584448","Panurginus cressoniellus","Tuttle","2010"
NA,"188.92","219.44",NA,"34.6500105454217","4.80767549131342",NA,"7.95966172427454","0.398209051248577","Panurginus cressoniellus","Willey","2010"
NA,"183.88","207.14",NA,"47.8506670282349","7.39957559156257",NA,"2.86485962416349","0.143245916814938","Panurginus ineptus","Beaver","2010"
"173.7","181.18","189.07","41.7973956317593","3074.66639366269","101.637816957795","0.483570925382392","9.66617700531997","0.486581518631605","Panurginus ineptus","Gothic","2010"
"184.35","189.03","193.99","8322419.65121825","53204299.8865169","15897872.5992308","0.0257278696916969","0.510670980522176","0.0257743136488719","Panurginus ineptus","Little","2010"
"195.28","211.29","227.76","12.81982012942","100.166943945658","10.356259041742","0.107260740979292","2.14409637278743","0.107400153931233","Panurginus ineptus","Mexican Cut","2010"
"173.15","181.04","189.28","24.8471514994817","1981.65711511376","72.2549440774526","0.299374824174657","5.96461395800852","0.298632300402233","Panurginus ineptus","Seans","2010"
"183.25","187.22","190.88","3447063.23633659","29409814.4424046","6379566.89612212","0.1604740753543","3.20388508816703","0.161859023199637","Panurginus ineptus","Tuttle","2010"
NA,"184.3","195.73",NA,"48.2769305809289","17.4982074044231",NA,"3.54779804473934","0.177837088819876","Panurginus ineptus","Willey","2010"
"186.42","224.06",NA,"4.68395914400434","37.3150492672507",NA,"0.0395600082785175","0.790959157483707",NA,"Pseudopanurgus bakeri","Copper","2010"
"193.46",NA,NA,"4.84627494824553",NA,NA,"0.0799875792270821",NA,NA,"Pseudopanurgus bakeri","Davids","2010"
"192.5","207.74","223.99","16.0384983028425","85.9126383273924","13.5182524633582","0.0468697370713781","0.935303223652107","0.0468774060214837","Pseudopanurgus bakeri","Gothic","2010"
"178.5","214.93",NA,"4.75531940579992","25.6910632506884",NA,"0.0396517635712701","0.792834716206339",NA,"Pseudopanurgus bakeri","Hill","2010"
"183.89","211.39",NA,"6.08797945362958","30.5236752205694",NA,"0.0773091007584151","1.54599592861525",NA,"Pseudopanurgus bakeri","Little","2010"
"178.52","208.81",NA,"5.05181898218928","30.9286919231108",NA,"0.0545599047861822","1.0902249101949",NA,"Pseudopanurgus bakeri","Seans","2010"
"191.2","205.72","219.96","16.2070139471687","140.595843741648","13.5219264844984","0.0315986688402307","0.630583802236397","0.0316358740097554","Pseudopanurgus bakeri","Tuttle","2010"
"194.86","208.84","223.16","12.5117887904348","136.041532335381","16.3521771598152","0.0326110718384909","0.651991411625458","0.0326743919133774","Pseudopanurgus bakeri","Willey","2010"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudopanurgus didirupa","Davids","2010"
"210.9","222.35","234.1","20.9162440181243","290.692954099345","23.2417345579462","0.0376615580906377","0.752042751222833","0.0376492365002179","Pseudopanurgus didirupa","Seans","2010"
"206.53",NA,NA,"5.0206228450615",NA,NA,"0.0423449233632548",NA,NA,"Agapostemon texanus","Almont","2011"
"199.71","214.91","232.19","15.3839988527758","69.2935281201179","14.5337012511914","0.0133917411750355","0.267261826956006","0.0134002134981587","Calliopsis coloradensis","Almont","2011"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratina nanula","Almont","2011"
"183.77","199.01","214.29","15.6077426335697","90.604994933096","14.4773044641338","0.0239884652555532","0.479578648040933","0.0240134452559369","Colletes nigrifrons","Little","2011"
"187.49","215.24",NA,"5.95912246076021","34.0882508723904",NA,"0.0288445880903847","0.576519999490743",NA,"Dianthidium heterulkei","Almont","2011"
"188.26","224.63",NA,"5.77423926109858","33.5209659661372",NA,"0.0119621053422759","0.238943662752325",NA,"Dufourea harveyi","Copper","2011"
"190.36","218.07",NA,"5.87489600557464","36.3330502225965",NA,"0.0155196478803846","0.31020555792066",NA,"Dufourea harveyi","Kettle Ponds","2011"
"183.24","204.51",NA,"7.76794165315688","47.5813945959238",NA,"0.0234916750642497","0.469162049361342",NA,"Dufourea harveyi","Little","2011"
"205.54","209.54","213.29","14741879049.8071","177143268400.593","3061114972.44831","16.6627065618229","331.857213328943","16.6413186128206","Dufourea harveyi","Seans","2011"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dufourea maura","Little","2011"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus rubicundus","Copper","2011"
"224.02",NA,NA,"9.60545491809506",NA,NA,"0.0845247874195369",NA,NA,"Halictus rubicundus","Davids","2011"
"230.85","234.63","238.74","2402389.89974831","4042666.11349573","2156872.75453318","0.0202971338522657","0.404181098264159","0.0203271282275183","Halictus rubicundus","Gothic","2011"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus rubicundus","Hill","2011"
"219.39",NA,NA,"5.95452570185679",NA,NA,"0.227968767157828",NA,NA,"Halictus rubicundus","Kettle Ponds","2011"
"222.45",NA,NA,"9.18536007061016",NA,NA,"0.0406002824792087",NA,NA,"Halictus rubicundus","Little","2011"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus rubicundus","Seans","2011"
"202.38",NA,NA,"5.11392903269589",NA,NA,"0.102167600207358",NA,NA,"Halictus rubicundus","Snodgrass","2011"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halictus rubicundus","Tuttle","2011"
